,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy,lr
0,1.7645982883193276,0.33425071835517883,2.1258766889572143,0.32280001044273376,0.10000000149011612
1,1.3946213786574928,0.4901233911514282,1.6891213417053224,0.426800012588501,0.10000000149011612
2,1.2089549741623076,0.5661842823028564,2.1821336537599563,0.4090000092983246,0.10000000149011612
3,1.091800918802619,0.6121492981910706,3.0393630623817445,0.3027999997138977,0.10000000149011612
4,1.0326340459287167,0.6337890625,1.55933336019516,0.5221999883651733,0.10000000149011612
5,0.9545807728374546,0.6643732190132141,3.577487218379974,0.3240000009536743,0.10000000149011612
6,0.9126744778318838,0.6806418895721436,1.733008863031864,0.48739999532699585,0.10000000149011612
7,0.8725745788013394,0.6951793432235718,1.049215879291296,0.6141999959945679,0.10000000149011612
8,0.847486803138798,0.7043901085853577,1.1847000792622566,0.5997999906539917,0.10000000149011612
9,0.8171051059934226,0.7141779065132141,1.4125564381480218,0.5544000267982483,0.10000000149011612
10,0.7917846012860537,0.7255193591117859,1.101076114177704,0.623199999332428,0.10000000149011612
11,0.7719303044405851,0.7321333289146423,1.1647144079208374,0.6212000250816345,0.10000000149011612
12,0.7438499143516476,0.73974609375,1.3683523401618003,0.5698000192642212,0.10000000149011612
13,0.7206374713304368,0.7526189684867859,1.1832178071141244,0.6140000224113464,0.10000000149011612
14,0.7097694179551168,0.7549715638160706,1.740251748263836,0.5490000247955322,0.10000000149011612
15,0.7015922509811141,0.7575461864471436,0.8754229351878167,0.6923999786376953,0.10000000149011612
16,0.6832560592076995,0.7655805945396423,1.186410203576088,0.635200023651123,0.10000000149011612
17,0.6653167105025866,0.7729713916778564,0.9370514839887619,0.6958000063896179,0.10000000149011612
18,0.6533424916931174,0.7767888903617859,0.9918814972043037,0.6958000063896179,0.10000000149011612
19,0.6413851295682517,0.7804954051971436,1.3682698503136634,0.6154000163078308,0.10000000149011612
20,0.6433339800516312,0.7794300317764282,2.217266768217087,0.46320000290870667,0.10000000149011612
21,0.6222143204544078,0.7876198291778564,1.2655955702066422,0.6327999830245972,0.10000000149011612
22,0.616757595403628,0.7901944518089294,0.970120907574892,0.7120000123977661,0.10000000149011612
23,0.6057115685702725,0.7956764698028564,1.5556883379817008,0.5979999899864197,0.10000000149011612
24,0.5991905633021485,0.7942782044410706,2.2950159043073652,0.5429999828338623,0.10000000149011612
25,0.588444524613971,0.7996715307235718,0.8642742395401001,0.7247999906539917,0.10000000149011612
26,0.5838457294316455,0.8020463585853577,0.9338255286216736,0.7203999757766724,0.10000000149011612
27,0.5709032681347295,0.8059969544410706,1.3188698083162307,0.6200000047683716,0.10000000149011612
28,0.5607988781888377,0.8097034692764282,1.2121631175279617,0.6190000176429749,0.10000000149011612
29,0.5602282021533359,0.8098810315132141,0.9291306838393212,0.7067999839782715,0.10000000149011612
30,0.5613493702628396,0.8096147179603577,0.9404326342046261,0.7138000130653381,0.10000000149011612
31,0.5457458048212257,0.8141202330589294,0.7796345427632332,0.7608000040054321,0.10000000149011612
32,0.5418966967951168,0.8170499205589294,1.0713863328099251,0.6639999747276306,0.10000000149011612
33,0.5303049988367341,0.8207120299339294,0.8795657232403755,0.6880000233650208,0.10000000149011612
34,0.5274964637885039,0.8215110301971436,0.8652515947818756,0.7445999979972839,0.10000000149011612
35,0.5307091775942933,0.8190030455589294,1.3602624773979186,0.631600022315979,0.10000000149011612
36,0.5094648063690825,0.8283469676971436,1.1139838829636575,0.6647999882698059,0.10000000149011612
37,0.5132788080214099,0.8250621557235718,1.4072619736194611,0.6140000224113464,0.10000000149011612
38,0.5184571566906843,0.8241743445396423,0.9097482159733772,0.7197999954223633,0.10000000149011612
39,0.5050434450703588,0.8294566869735718,1.5415349930524826,0.6312000155448914,0.10000000149011612
